Vehicle ID,Trip start,Trip end,Trip duration (min),Trip distance (km),Idle time (min),Stop-start count,Avg speed,Avg engine load,Driving pattern
VEH-008,2025-12-23T14:40:00+00:00,2025-12-23T19:05:00+00:00,265,131.1,5,1,29.7,36.3,City Delivery
VEH-008,2025-12-23T21:10:00+00:00,2025-12-24T01:55:00+00:00,285,401.2,10,2,84.5,58.2,Highway Cruise
VEH-008,2025-12-24T10:40:00+00:00,2025-12-24T13:00:00+00:00,140,56.7,5,1,24.3,33.6,City Delivery
VEH-008,2025-12-24T17:55:00+00:00,2025-12-25T04:05:00+00:00,610,873.0,15,3,85.9,58.9,Highway Cruise
VEH-008,2025-12-25T08:20:00+00:00,2025-12-25T11:20:00+00:00,180,79.9,0,0,26.6,36.4,City Delivery
VEH-008,2025-12-25T17:00:00+00:00,2025-12-25T20:15:00+00:00,195,81.3,0,0,25.0,35.7,City Delivery
VEH-008,2025-12-26T00:45:00+00:00,2025-12-26T04:00:00+00:00,195,289.7,0,0,89.1,61.7,Highway Cruise
VEH-008,2025-12-26T10:05:00+00:00,2025-12-26T15:00:00+00:00,295,420.4,5,1,85.5,60.4,Highway Cruise
VEH-008,2025-12-26T16:10:00+00:00,2025-12-26T18:10:00+00:00,120,52.3,5,1,26.1,35.0,City Delivery
VEH-008,2025-12-26T19:25:00+00:00,2025-12-26T23:00:00+00:00,215,310.3,5,1,86.6,58.5,Highway Cruise
VEH-008,2025-12-27T08:00:00+00:00,2025-12-27T09:05:00+00:00,65,24.7,5,1,22.8,32.4,City Delivery
VEH-008,2025-12-27T18:15:00+00:00,2025-12-27T22:55:00+00:00,280,297.6,0,0,63.8,74.6,Heavy Haul
VEH-008,2025-12-28T00:20:00+00:00,2025-12-28T10:35:00+00:00,615,617.4,20,4,60.2,72.6,Heavy Haul
VEH-008,2025-12-28T15:00:00+00:00,2025-12-28T17:10:00+00:00,130,51.7,10,2,23.9,34.1,City Delivery
VEH-008,2025-12-28T18:20:00+00:00,2025-12-29T09:05:00+00:00,885,797.6,130,1,54.1,65.9,Heavy Haul
VEH-008,2025-12-29T10:25:00+00:00,2025-12-29T11:50:00+00:00,85,37.0,0,0,26.1,36.7,City Delivery
VEH-008,2025-12-29T21:00:00+00:00,2025-12-30T00:45:00+00:00,225,105.3,0,0,28.1,35.9,City Delivery
VEH-008,2025-12-30T03:45:00+00:00,2025-12-30T06:50:00+00:00,185,86.7,0,0,28.1,34.5,City Delivery
VEH-008,2025-12-30T09:10:00+00:00,2025-12-30T15:30:00+00:00,380,527.1,15,3,83.2,58.5,Highway Cruise
VEH-009,2025-12-01T00:00:00+00:00,2025-12-01T04:20:00+00:00,260,364.9,10,2,84.2,57.9,Highway Cruise
VEH-009,2025-12-01T13:25:00+00:00,2025-12-02T00:00:00+00:00,635,636.5,25,5,60.1,72.3,Heavy Haul
VEH-009,2025-12-02T07:25:00+00:00,2025-12-02T18:15:00+00:00,650,953.5,5,1,88.0,60.1,Highway Cruise
VEH-009,2025-12-03T03:30:00+00:00,2025-12-03T14:25:00+00:00,655,672.0,5,1,61.6,74.7,Heavy Haul
VEH-009,2025-12-03T21:10:00+00:00,2025-12-04T04:25:00+00:00,435,645.2,0,0,89.0,60.6,Highway Cruise
VEH-009,2025-12-04T09:30:00+00:00,2025-12-04T12:20:00+00:00,170,247.2,0,0,87.2,60.1,Highway Cruise
VEH-009,2025-12-04T17:35:00+00:00,2025-12-04T23:40:00+00:00,365,528.9,0,0,86.9,59.1,Highway Cruise
VEH-009,2025-12-05T02:35:00+00:00,2025-12-05T09:25:00+00:00,410,582.8,10,2,85.3,59.3,Highway Cruise
VEH-009,2025-12-05T17:20:00+00:00,2025-12-05T22:30:00+00:00,310,456.5,0,0,88.3,60.3,Highway Cruise
VEH-009,2025-12-06T03:10:00+00:00,2025-12-06T10:00:00+00:00,410,410.0,15,2,60.0,73.2,Heavy Haul
VEH-009,2025-12-06T15:30:00+00:00,2025-12-07T02:20:00+00:00,650,670.3,5,1,61.9,74.3,Heavy Haul
VEH-009,2025-12-07T09:10:00+00:00,2025-12-07T17:50:00+00:00,520,748.8,0,0,86.4,59.5,Highway Cruise
VEH-009,2025-12-07T19:30:00+00:00,2025-12-08T09:10:00+00:00,820,842.8,10,2,61.7,74.3,Heavy Haul
VEH-009,2025-12-08T15:50:00+00:00,2025-12-09T02:10:00+00:00,620,888.2,15,3,86.0,58.3,Highway Cruise
VEH-009,2025-12-09T04:10:00+00:00,2025-12-09T18:50:00+00:00,880,902.6,20,3,61.5,73.9,Heavy Haul
VEH-009,2025-12-09T21:50:00+00:00,2025-12-10T04:45:00+00:00,415,594.4,5,1,85.9,59.4,Highway Cruise
VEH-009,2025-12-10T08:50:00+00:00,2025-12-10T17:30:00+00:00,520,742.4,20,4,85.7,58.0,Highway Cruise
VEH-009,2025-12-10T19:55:00+00:00,2025-12-11T08:50:00+00:00,775,793.9,15,3,61.5,74.1,Heavy Haul
VEH-009,2025-12-11T13:25:00+00:00,2025-12-11T16:20:00+00:00,175,243.7,5,1,83.6,57.7,Highway Cruise
VEH-009,2025-12-12T00:00:00+00:00,2025-12-12T02:45:00+00:00,165,76.2,0,0,27.7,35.5,City Delivery
VEH-009,2025-12-12T06:35:00+00:00,2025-12-12T12:05:00+00:00,330,478.4,0,0,87.0,59.8,Highway Cruise
VEH-009,2025-12-12T20:10:00+00:00,2025-12-12T23:30:00+00:00,200,80.2,10,2,24.1,33.2,City Delivery
VEH-009,2025-12-13T05:20:00+00:00,2025-12-13T09:50:00+00:00,270,399.2,0,0,88.7,61.0,Highway Cruise
VEH-009,2025-12-13T18:40:00+00:00,2025-12-13T22:25:00+00:00,225,109.5,0,0,29.2,37.9,City Delivery
VEH-009,2025-12-14T02:40:00+00:00,2025-12-14T09:20:00+00:00,400,410.4,5,1,61.6,74.1,Heavy Haul
VEH-009,2025-12-14T15:55:00+00:00,2025-12-15T02:40:00+00:00,645,938.6,5,1,87.3,59.8,Highway Cruise
VEH-009,2025-12-15T10:55:00+00:00,2025-12-16T08:25:00+00:00,1290,1326.0,380,3,61.7,45.5,Highway Cruise (Long Haul)
VEH-009,2025-12-16T18:25:00+00:00,2025-12-16T22:10:00+00:00,225,90.4,5,1,24.1,33.8,City Delivery
VEH-009,2025-12-17T05:35:00+00:00,2025-12-17T08:55:00+00:00,200,79.4,5,1,23.8,34.6,City Delivery
VEH-009,2025-12-17T10:40:00+00:00,2025-12-17T12:50:00+00:00,130,65.5,10,2,30.2,35.6,City Delivery
VEH-009,2025-12-17T20:15:00+00:00,2025-12-18T05:40:00+00:00,565,560.0,25,4,59.5,71.6,Heavy Haul
VEH-009,2025-12-18T13:05:00+00:00,2025-12-18T23:40:00+00:00,635,913.7,10,2,86.3,59.2,Highway Cruise
VEH-009,2025-12-19T07:40:00+00:00,2025-12-20T08:55:00+00:00,1515,1557.8,455,1,61.7,45.9,Highway Cruise (Long Haul)
VEH-009,2025-12-20T10:05:00+00:00,2025-12-20T13:50:00+00:00,225,334.2,0,0,89.1,61.1,Highway Cruise
VEH-009,2025-12-20T19:25:00+00:00,2025-12-21T05:55:00+00:00,630,905.7,15,3,86.3,60.0,Highway Cruise
VEH-009,2025-12-21T15:15:00+00:00,2025-12-21T19:00:00+00:00,225,223.7,10,2,59.6,71.9,Heavy Haul
VEH-009,2025-12-21T22:30:00+00:00,2025-12-22T21:40:00+00:00,1390,1455.6,385,3,62.8,47.0,Highway Cruise (Long Haul)
VEH-009,2025-12-23T04:45:00+00:00,2025-12-23T11:25:00+00:00,400,575.6,10,2,86.3,59.9,Highway Cruise
VEH-009,2025-12-23T14:40:00+00:00,2025-12-23T20:50:00+00:00,370,539.4,5,1,87.5,60.8,Highway Cruise
VEH-009,2025-12-24T02:35:00+00:00,2025-12-24T12:00:00+00:00,565,826.8,0,0,87.8,59.2,Highway Cruise
VEH-009,2025-12-24T15:25:00+00:00,2025-12-25T01:45:00+00:00,620,854.4,20,4,82.7,57.5,Highway Cruise
VEH-009,2025-12-25T11:35:00+00:00,2025-12-26T08:15:00+00:00,1240,1308.6,345,5,63.3,46.4,Highway Cruise (Long Haul)
VEH-009,2025-12-26T15:35:00+00:00,2025-12-26T21:55:00+00:00,380,540.7,15,3,85.4,58.2,Highway Cruise
VEH-009,2025-12-27T07:10:00+00:00,2025-12-27T12:05:00+00:00,295,127.3,5,1,25.9,35.5,City Delivery
VEH-009,2025-12-27T15:05:00+00:00,2025-12-27T18:50:00+00:00,225,326.0,0,0,86.9,59.4,Highway Cruise
VEH-009,2025-12-27T20:05:00+00:00,2025-12-28T06:40:00+00:00,635,917.0,5,1,86.6,59.7,Highway Cruise
VEH-009,2025-12-28T12:50:00+00:00,2025-12-28T18:30:00+00:00,340,492.9,5,1,87.0,59.8,Highway Cruise
VEH-009,2025-12-29T03:50:00+00:00,2025-12-30T01:55:00+00:00,1325,1430.2,340,4,64.8,47.4,Highway Cruise (Long Haul)
VEH-009,2025-12-30T10:10:00+00:00,2025-12-30T20:40:00+00:00,630,894.0,15,3,85.1,58.5,Highway Cruise
VEH-010,2025-12-01T00:00:00+00:00,2025-12-01T10:30:00+00:00,630,905.3,5,1,86.2,60.1,Highway Cruise
VEH-010,2025-12-01T16:30:00+00:00,2025-12-01T18:25:00+00:00,115,53.2,5,1,27.8,36.6,City Delivery
VEH-010,2025-12-02T01:40:00+00:00,2025-12-02T06:30:00+00:00,290,135.7,5,1,28.1,35.3,City Delivery
VEH-010,2025-12-02T12:05:00+00:00,2025-12-02T19:35:00+00:00,450,657.9,0,0,87.7,60.4,Highway Cruise
VEH-010,2025-12-02T22:45:00+00:00,2025-12-02T23:50:00+00:00,65,31.4,0,0,29.0,37.8,City Delivery
VEH-010,2025-12-03T02:40:00+00:00,2025-12-03T07:10:00+00:00,270,125.6,0,0,27.9,36.0,City Delivery
VEH-010,2025-12-03T08:40:00+00:00,2025-12-03T14:40:00+00:00,360,526.9,0,0,87.8,61.1,Highway Cruise
VEH-010,2025-12-03T21:35:00+00:00,2025-12-04T01:55:00+00:00,260,112.2,0,0,25.9,35.5,City Delivery
VEH-010,2025-12-04T06:30:00+00:00,2025-12-04T07:45:00+00:00,75,38.1,5,1,30.5,36.5,City Delivery
VEH-010,2025-12-04T10:15:00+00:00,2025-12-04T13:00:00+00:00,165,81.4,0,0,29.6,37.7,City Delivery
VEH-010,2025-12-04T16:05:00+00:00,2025-12-04T20:15:00+00:00,250,121.9,0,0,29.3,35.4,City Delivery
VEH-010,2025-12-04T22:35:00+00:00,2025-12-05T21:45:00+00:00,1390,1511.7,350,4,65.3,48.3,Highway Cruise (Long Haul)
VEH-010,2025-12-06T00:30:00+00:00,2025-12-06T02:50:00+00:00,140,61.1,0,0,26.2,35.3,City Delivery
VEH-010,2025-12-06T04:50:00+00:00,2025-12-07T07:35:00+00:00,1605,1754.4,395,3,65.6,48.6,Highway Cruise (Long Haul)
VEH-010,2025-12-07T17:35:00+00:00,2025-12-07T20:05:00+00:00,150,67.3,0,0,26.9,35.6,City Delivery
VEH-010,2025-12-08T00:15:00+00:00,2025-12-08T07:50:00+00:00,455,624.6,25,5,82.4,57.6,Highway Cruise
VEH-010,2025-12-08T14:05:00+00:00,2025-12-08T22:40:00+00:00,515,733.8,15,3,85.5,59.1,Highway Cruise
VEH-010,2025-12-09T00:55:00+00:00,2025-12-09T02:50:00+00:00,115,54.1,0,0,28.2,35.3,City Delivery
VEH-010,2025-12-09T09:25:00+00:00,2025-12-09T12:25:00+00:00,180,80.4,5,1,26.8,35.6,City Delivery
VEH-010,2025-12-09T14:10:00+00:00,2025-12-10T00:15:00+00:00,605,861.7,15,3,85.5,59.3,Highway Cruise
VEH-010,2025-12-10T05:40:00+00:00,2025-12-10T08:55:00+00:00,195,98.8,5,1,30.4,37.0,City Delivery
VEH-010,2025-12-10T12:30:00+00:00,2025-12-10T16:05:00+00:00,215,101.0,5,1,28.2,35.8,City Delivery
VEH-010,2025-12-11T00:15:00+00:00,2025-12-11T04:30:00+00:00,255,112.2,10,2,26.4,34.4,City Delivery
VEH-010,2025-12-11T06:55:00+00:00,2025-12-11T10:25:00+00:00,210,94.6,0,0,27.0,36.6,City Delivery
VEH-010,2025-12-11T18:00:00+00:00,2025-12-12T04:00:00+00:00,600,854.4,10,2,85.4,59.1,Highway Cruise
VEH-010,2025-12-12T13:50:00+00:00,2025-12-12T15:10:00+00:00,80,38.7,0,0,29.0,37.7,City Delivery
VEH-010,2025-12-12T17:15:00+00:00,2025-12-12T21:35:00+00:00,260,121.5,5,1,28.0,36.3,City Delivery
VEH-010,2025-12-13T06:50:00+00:00,2025-12-13T09:30:00+00:00,160,69.4,15,2,26.0,34.3,City Delivery
VEH-010,2025-12-13T16:55:00+00:00,2025-12-13T20:25:00+00:00,210,98.0,0,0,28.0,36.5,City Delivery
VEH-010,2025-12-14T01:30:00+00:00,2025-12-14T04:05:00+00:00,155,63.1,0,0,24.4,32.8,City Delivery
VEH-010,2025-12-14T07:15:00+00:00,2025-12-14T10:35:00+00:00,200,88.0,5,1,26.4,35.3,City Delivery
VEH-010,2025-12-14T12:05:00+00:00,2025-12-14T15:50:00+00:00,225,90.0,15,3,24.0,34.9,City Delivery
VEH-010,2025-12-14T17:40:00+00:00,2025-12-14T22:15:00+00:00,275,141.6,0,0,30.9,38.1,City Delivery
VEH-010,2025-12-15T00:30:00+00:00,2025-12-15T01:50:00+00:00,80,33.9,0,0,25.4,36.1,City Delivery
VEH-010,2025-12-15T09:35:00+00:00,2025-12-15T17:00:00+00:00,445,452.3,10,2,61.0,73.4,Heavy Haul
VEH-010,2025-12-15T22:45:00+00:00,2025-12-16T02:00:00+00:00,195,98.2,5,1,30.2,35.4,City Delivery
VEH-010,2025-12-16T07:10:00+00:00,2025-12-16T08:45:00+00:00,95,46.9,0,0,29.6,34.7,City Delivery
VEH-010,2025-12-16T16:40:00+00:00,2025-12-16T18:50:00+00:00,130,58.9,0,0,27.2,34.7,City Delivery
VEH-010,2025-12-16T22:00:00+00:00,2025-12-17T01:30:00+00:00,210,86.4,5,1,24.7,36.1,City Delivery
VEH-010,2025-12-17T04:10:00+00:00,2025-12-17T13:35:00+00:00,565,812.0,5,1,86.2,58.9,Highway Cruise
VEH-010,2025-12-17T14:45:00+00:00,2025-12-17T19:00:00+00:00,255,112.3,10,2,26.4,34.8,City Delivery
VEH-010,2025-12-18T03:15:00+00:00,2025-12-18T10:35:00+00:00,440,645.4,5,1,88.0,59.4,Highway Cruise
VEH-010,2025-12-18T11:35:00+00:00,2025-12-18T14:55:00+00:00,200,81.2,0,0,24.4,35.2,City Delivery
VEH-010,2025-12-18T19:30:00+00:00,2025-12-19T05:35:00+00:00,605,844.4,30,6,83.7,57.8,Highway Cruise
VEH-010,2025-12-19T09:40:00+00:00,2025-12-19T13:05:00+00:00,205,99.8,0,0,29.2,37.2,City Delivery
VEH-010,2025-12-19T16:35:00+00:00,2025-12-19T18:45:00+00:00,130,72.4,0,0,33.4,37.5,City Delivery
VEH-010,2025-12-20T00:20:00+00:00,2025-12-20T04:00:00+00:00,220,316.3,5,1,86.3,59.5,Highway Cruise
VEH-010,2025-12-20T09:45:00+00:00,2025-12-20T11:30:00+00:00,105,44.3,0,0,25.3,36.0,City Delivery
VEH-010,2025-12-20T16:05:00+00:00,2025-12-20T18:45:00+00:00,160,72.8,10,2,27.3,34.5,City Delivery
VEH-010,2025-12-21T01:25:00+00:00,2025-12-21T03:15:00+00:00,110,44.3,0,0,24.1,34.1,City Delivery
VEH-010,2025-12-21T07:30:00+00:00,2025-12-21T17:15:00+00:00,585,827.0,15,3,84.8,58.4,Highway Cruise
VEH-010,2025-12-21T18:40:00+00:00,2025-12-22T06:30:00+00:00,710,709.5,30,6,60.0,72.4,Heavy Haul
VEH-010,2025-12-22T14:50:00+00:00,2025-12-23T10:20:00+00:00,1170,1133.2,385,5,58.1,44.4,Highway Cruise (Long Haul)
VEH-010,2025-12-23T16:55:00+00:00,2025-12-23T19:00:00+00:00,125,61.6,0,0,29.5,36.0,City Delivery
VEH-010,2025-12-24T01:20:00+00:00,2025-12-24T04:45:00+00:00,205,107.3,0,0,31.4,37.8,City Delivery
VEH-010,2025-12-24T13:55:00+00:00,2025-12-24T17:15:00+00:00,200,92.4,5,1,27.7,36.1,City Delivery
VEH-010,2025-12-25T02:50:00+00:00,2025-12-25T06:05:00+00:00,195,89.3,5,1,27.5,35.8,City Delivery
VEH-010,2025-12-25T13:50:00+00:00,2025-12-25T17:30:00+00:00,220,85.7,10,1,23.4,32.0,City Delivery
VEH-010,2025-12-26T00:20:00+00:00,2025-12-26T02:00:00+00:00,100,44.4,0,0,26.6,35.4,City Delivery
VEH-010,2025-12-26T05:55:00+00:00,2025-12-26T12:20:00+00:00,385,536.4,15,3,83.6,58.1,Highway Cruise
VEH-010,2025-12-26T16:35:00+00:00,2025-12-26T21:20:00+00:00,285,413.2,5,1,87.0,59.9,Highway Cruise
VEH-010,2025-12-27T06:35:00+00:00,2025-12-27T08:25:00+00:00,110,46.2,5,1,25.2,35.1,City Delivery
VEH-010,2025-12-27T14:40:00+00:00,2025-12-27T19:05:00+00:00,265,113.8,5,1,25.8,34.8,City Delivery
VEH-010,2025-12-27T23:50:00+00:00,2025-12-28T04:05:00+00:00,255,100.5,5,1,23.7,33.9,City Delivery
VEH-010,2025-12-28T06:15:00+00:00,2025-12-28T11:10:00+00:00,295,133.8,0,0,27.2,34.5,City Delivery
VEH-010,2025-12-28T14:15:00+00:00,2025-12-28T17:35:00+00:00,200,83.0,5,1,24.9,34.5,City Delivery
VEH-010,2025-12-28T19:50:00+00:00,2025-12-28T23:10:00+00:00,200,86.3,5,1,25.9,34.7,City Delivery
VEH-010,2025-12-29T05:40:00+00:00,2025-12-29T10:00:00+00:00,260,127.7,0,0,29.5,37.0,City Delivery
VEH-010,2025-12-29T12:45:00+00:00,2025-12-29T17:10:00+00:00,265,110.2,5,1,24.9,34.6,City Delivery
VEH-010,2025-12-30T01:35:00+00:00,2025-12-30T04:15:00+00:00,160,73.5,5,1,27.6,35.2,City Delivery
VEH-010,2025-12-30T12:05:00+00:00,2025-12-30T16:50:00+00:00,285,131.3,5,1,27.6,36.3,City Delivery
VEH-011,2025-12-01T00:00:00+00:00,2025-12-01T03:55:00+00:00,235,104.9,0,0,26.8,34.6,City Delivery
VEH-011,2025-12-01T13:10:00+00:00,2025-12-01T16:25:00+00:00,195,86.7,15,3,26.7,34.4,City Delivery
VEH-011,2025-12-02T01:25:00+00:00,2025-12-03T01:55:00+00:00,1470,1568.9,385,4,64.0,47.2,Highway Cruise (Long Haul)
VEH-011,2025-12-03T06:15:00+00:00,2025-12-03T16:30:00+00:00,615,886.4,15,3,86.5,59.2,Highway Cruise
VEH-011,2025-12-03T21:05:00+00:00,2025-12-04T07:40:00+00:00,635,906.0,20,4,85.6,58.5,Highway Cruise
VEH-011,2025-12-04T14:00:00+00:00,2025-12-04T19:00:00+00:00,300,144.3,10,2,28.9,36.3,City Delivery
VEH-011,2025-12-04T21:55:00+00:00,2025-12-05T07:50:00+00:00,595,854.8,10,1,86.2,59.2,Highway Cruise
VEH-011,2025-12-05T17:00:00+00:00,2025-12-05T21:00:00+00:00,240,109.6,5,1,27.4,35.2,City Delivery
VEH-011,2025-12-06T04:20:00+00:00,2025-12-07T16:15:00+00:00,2155,1764.4,455,7,49.1,61.6,Heavy Haul (Long Haul)
VEH-011,2025-12-07T20:20:00+00:00,2025-12-08T04:55:00+00:00,515,731.3,10,2,85.2,58.8,Highway Cruise
VEH-011,2025-12-08T07:30:00+00:00,2025-12-08T10:05:00+00:00,155,73.3,0,0,28.4,36.8,City Delivery
VEH-011,2025-12-08T14:30:00+00:00,2025-12-08T16:00:00+00:00,90,41.5,0,0,27.7,36.3,City Delivery
VEH-011,2025-12-08T18:10:00+00:00,2025-12-09T03:35:00+00:00,565,786.8,35,6,83.6,57.6,Highway Cruise
VEH-011,2025-12-09T12:00:00+00:00,2025-12-09T17:05:00+00:00,305,129.3,5,1,25.4,34.7,City Delivery
VEH-011,2025-12-10T02:35:00+00:00,2025-12-10T04:15:00+00:00,100,49.1,0,0,29.5,37.6,City Delivery
VEH-011,2025-12-10T11:25:00+00:00,2025-12-10T13:10:00+00:00,105,44.7,0,0,25.5,33.7,City Delivery
VEH-011,2025-12-10T15:15:00+00:00,2025-12-11T00:00:00+00:00,525,726.4,25,5,83.0,57.6,Highway Cruise
VEH-011,2025-12-11T01:45:00+00:00,2025-12-11T03:10:00+00:00,85,46.8,0,0,33.0,38.2,City Delivery
VEH-011,2025-12-11T10:35:00+00:00,2025-12-11T16:30:00+00:00,355,520.1,0,0,87.9,59.9,Highway Cruise
VEH-011,2025-12-11T19:25:00+00:00,2025-12-12T01:30:00+00:00,365,531.8,5,1,87.4,59.9,Highway Cruise
VEH-011,2025-12-12T02:55:00+00:00,2025-12-12T11:40:00+00:00,525,733.1,20,4,83.8,57.3,Highway Cruise
VEH-011,2025-12-12T19:05:00+00:00,2025-12-13T01:55:00+00:00,410,588.3,5,1,86.1,59.1,Highway Cruise
VEH-011,2025-12-13T08:45:00+00:00,2025-12-13T21:05:00+00:00,740,764.8,5,1,62.0,74.5,Heavy Haul
VEH-011,2025-12-14T02:50:00+00:00,2025-12-14T05:30:00+00:00,160,74.3,5,1,27.8,34.9,City Delivery
VEH-011,2025-12-14T13:40:00+00:00,2025-12-14T23:40:00+00:00,600,843.5,20,4,84.3,59.2,Highway Cruise
VEH-011,2025-12-15T03:05:00+00:00,2025-12-15T09:15:00+00:00,370,515.0,15,3,83.5,57.3,Highway Cruise
VEH-011,2025-12-15T17:55:00+00:00,2025-12-16T04:50:00+00:00,655,945.7,10,2,86.6,59.2,Highway Cruise
VEH-011,2025-12-16T06:40:00+00:00,2025-12-16T11:00:00+00:00,260,118.3,0,0,27.3,35.3,City Delivery
VEH-011,2025-12-16T16:45:00+00:00,2025-12-17T02:25:00+00:00,580,832.3,0,0,86.1,59.2,Highway Cruise
VEH-011,2025-12-17T05:20:00+00:00,2025-12-17T09:55:00+00:00,275,132.5,0,0,28.9,36.7,City Delivery
VEH-011,2025-12-17T11:20:00+00:00,2025-12-17T20:00:00+00:00,520,747.8,10,2,86.3,59.5,Highway Cruise
VEH-011,2025-12-18T03:55:00+00:00,2025-12-18T07:25:00+00:00,210,90.7,5,1,25.9,35.9,City Delivery
VEH-011,2025-12-18T12:55:00+00:00,2025-12-18T19:35:00+00:00,400,569.5,10,2,85.4,58.3,Highway Cruise
VEH-011,2025-12-19T05:35:00+00:00,2025-12-19T09:50:00+00:00,255,359.6,0,0,84.6,59.4,Highway Cruise
VEH-011,2025-12-19T14:05:00+00:00,2025-12-19T17:35:00+00:00,210,87.8,0,0,25.1,35.3,City Delivery
VEH-011,2025-12-20T02:20:00+00:00,2025-12-20T03:45:00+00:00,85,36.7,0,0,25.9,37.3,City Delivery
VEH-011,2025-12-20T06:25:00+00:00,2025-12-21T06:25:00+00:00,1440,1543.6,380,2,64.3,47.3,Highway Cruise (Long Haul)
VEH-011,2025-12-21T12:55:00+00:00,2025-12-21T17:15:00+00:00,260,121.6,0,0,28.1,36.6,City Delivery
VEH-011,2025-12-22T02:00:00+00:00,2025-12-22T09:10:00+00:00,430,630.5,0,0,88.0,59.6,Highway Cruise
VEH-011,2025-12-22T13:30:00+00:00,2025-12-22T16:35:00+00:00,185,92.6,5,1,30.0,36.8,City Delivery
VEH-011,2025-12-23T00:55:00+00:00,2025-12-23T10:15:00+00:00,560,788.3,20,3,84.5,59.1,Highway Cruise
VEH-011,2025-12-23T14:15:00+00:00,2025-12-24T03:20:00+00:00,785,816.8,15,3,62.4,74.0,Heavy Haul
VEH-011,2025-12-24T08:20:00+00:00,2025-12-24T14:00:00+00:00,340,481.4,5,1,85.0,58.9,Highway Cruise
VEH-011,2025-12-24T16:20:00+00:00,2025-12-25T00:45:00+00:00,505,514.8,10,2,61.2,73.8,Heavy Haul
VEH-011,2025-12-25T05:05:00+00:00,2025-12-25T11:10:00+00:00,365,535.0,0,0,88.0,59.7,Highway Cruise
VEH-011,2025-12-25T14:05:00+00:00,2025-12-25T21:00:00+00:00,415,597.2,10,2,86.3,59.2,Highway Cruise
VEH-011,2025-12-26T04:50:00+00:00,2025-12-26T09:35:00+00:00,285,296.1,0,0,62.3,74.8,Heavy Haul
VEH-011,2025-12-26T13:00:00+00:00,2025-12-26T21:20:00+00:00,500,534.4,0,0,64.1,76.7,Heavy Haul
VEH-011,2025-12-26T22:55:00+00:00,2025-12-27T03:30:00+00:00,275,402.4,0,0,87.8,60.4,Highway Cruise
VEH-011,2025-12-27T09:30:00+00:00,2025-12-27T18:35:00+00:00,545,782.3,10,2,86.1,59.1,Highway Cruise
VEH-011,2025-12-28T03:00:00+00:00,2025-12-28T06:35:00+00:00,215,317.5,0,0,88.6,59.9,Highway Cruise
VEH-011,2025-12-28T11:35:00+00:00,2025-12-28T15:55:00+00:00,260,105.5,10,2,24.3,34.1,City Delivery
VEH-011,2025-12-28T18:20:00+00:00,2025-12-28T22:00:00+00:00,220,98.2,5,1,26.8,34.6,City Delivery
VEH-011,2025-12-29T01:35:00+00:00,2025-12-29T12:20:00+00:00,645,657.7,20,4,61.2,73.1,Heavy Haul
VEH-011,2025-12-29T15:00:00+00:00,2025-12-29T20:00:00+00:00,300,286.9,15,3,57.4,71.3,Heavy Haul
VEH-011,2025-12-29T23:00:00+00:00,2025-12-30T07:50:00+00:00,530,766.3,5,1,86.8,59.8,Highway Cruise
VEH-012,2025-12-01T00:00:00+00:00,2025-12-01T05:55:00+00:00,355,519.3,0,0,87.8,60.5,Highway Cruise
VEH-012,2025-12-01T15:35:00+00:00,2025-12-01T19:15:00+00:00,220,94.0,5,1,25.6,34.6,City Delivery
VEH-012,2025-12-01T23:30:00+00:00,2025-12-02T01:05:00+00:00,95,36.7,10,2,23.2,32.9,City Delivery
VEH-012,2025-12-02T04:35:00+00:00,2025-12-02T08:20:00+00:00,225,86.2,15,1,23.0,33.1,City Delivery
VEH-012,2025-12-02T10:50:00+00:00,2025-12-02T12:20:00+00:00,90,45.8,0,0,30.5,36.6,City Delivery
VEH-012,2025-12-02T16:15:00+00:00,2025-12-02T18:15:00+00:00,120,58.0,0,0,29.0,36.8,City Delivery
VEH-012,2025-12-03T03:35:00+00:00,2025-12-03T13:25:00+00:00,590,584.2,25,5,59.4,72.6,Heavy Haul
VEH-012,2025-12-03T22:05:00+00:00,2025-12-03T23:30:00+00:00,85,35.8,0,0,25.3,36.0,City Delivery
VEH-012,2025-12-04T08:50:00+00:00,2025-12-04T11:20:00+00:00,150,66.5,10,2,26.6,34.0,City Delivery
VEH-012,2025-12-04T13:15:00+00:00,2025-12-04T18:05:00+00:00,290,139.0,5,1,28.8,36.3,City Delivery
VEH-012,2025-12-04T20:55:00+00:00,2025-12-05T07:50:00+00:00,655,921.9,30,5,84.5,58.9,Highway Cruise
VEH-012,2025-12-05T10:40:00+00:00,2025-12-05T20:20:00+00:00,580,811.0,25,5,83.9,59.3,Highway Cruise
VEH-012,2025-12-05T23:50:00+00:00,2025-12-06T10:10:00+00:00,620,846.9,35,7,82.0,57.3,Highway Cruise
VEH-012,2025-12-06T11:25:00+00:00,2025-12-06T14:55:00+00:00,210,93.9,10,2,26.8,34.8,City Delivery
VEH-012,2025-12-06T18:35:00+00:00,2025-12-08T08:00:00+00:00,2245,1824.4,485,2,48.8,61.0,Heavy Haul (Long Haul)
VEH-012,2025-12-08T13:25:00+00:00,2025-12-08T18:05:00+00:00,280,394.8,10,2,84.6,58.5,Highway Cruise
VEH-012,2025-12-08T21:25:00+00:00,2025-12-09T01:20:00+00:00,235,109.0,0,0,27.8,36.6,City Delivery
